priority,issue_type,species,format,source_priority,current_formula_name,current_display_name,suggested_formula_name,suggested_display_name,product_form_risk,cleanup_decision,source_url,formula_key,suggested_action
138,formula_name_starts_with_brand,dog,dry,official,Josera MEAT CHUNKS BEEF,Josera MEAT CHUNKS BEEF,Meat Chunks Beef,Josera Meat Chunks Beef,possible_treat_or_snack,Hold from dry-food recommendations until product form is verified as complete dry food or treat.,https://josera.com/en/product/meat-chunks-beef,josera_dog_products_sitemap|https://josera.com/en/product/meat-chunks-beef,Remove duplicated brand from formula_name; display_name should carry the brand.
138,formula_name_starts_with_brand,dog,dry,official,Josera MEAT CHUNKS CHICKEN,Josera MEAT CHUNKS CHICKEN,Meat Chunks Chicken,Josera Meat Chunks Chicken,possible_treat_or_snack,Hold from dry-food recommendations until product form is verified as complete dry food or treat.,https://josera.com/en/product/meat-chunks-chicken,josera_dog_products_sitemap|https://josera.com/en/product/meat-chunks-chicken,Remove duplicated brand from formula_name; display_name should carry the brand.
138,formula_name_starts_with_brand,dog,dry,official,Josera MEAT CHUNKS TURKEY,Josera MEAT CHUNKS TURKEY,Meat Chunks Turkey,Josera Meat Chunks Turkey,possible_treat_or_snack,Hold from dry-food recommendations until product form is verified as complete dry food or treat.,https://josera.com/en/product/meat-chunks-turkey,josera_dog_products_sitemap|https://josera.com/en/product/meat-chunks-turkey,Remove duplicated brand from formula_name; display_name should carry the brand.
138,formula_name_starts_with_brand,dog,dry,official,Josera MEAT HEARTS BEEF,Josera MEAT HEARTS BEEF,Meat Hearts Beef,Josera Meat Hearts Beef,possible_treat_or_snack,Hold from dry-food recommendations until product form is verified as complete dry food or treat.,https://josera.com/en/product/meat-hearts-beef,josera_dog_products_sitemap|https://josera.com/en/product/meat-hearts-beef,Remove duplicated brand from formula_name; display_name should carry the brand.
138,formula_name_starts_with_brand,dog,dry,official,Josera MEAT HEARTS CHICKEN,Josera MEAT HEARTS CHICKEN,Meat Hearts Chicken,Josera Meat Hearts Chicken,possible_treat_or_snack,Hold from dry-food recommendations until product form is verified as complete dry food or treat.,https://josera.com/en/product/meat-hearts-chicken,josera_dog_products_sitemap|https://josera.com/en/product/meat-hearts-chicken,Remove duplicated brand from formula_name; display_name should carry the brand.
138,formula_name_starts_with_brand,dog,dry,official,Josera MEAT HEARTS TURKEY,Josera MEAT HEARTS TURKEY,Meat Hearts Turkey,Josera Meat Hearts Turkey,possible_treat_or_snack,Hold from dry-food recommendations until product form is verified as complete dry food or treat.,https://josera.com/en/product/meat-hearts-turkey,josera_dog_products_sitemap|https://josera.com/en/product/meat-hearts-turkey,Remove duplicated brand from formula_name; display_name should carry the brand.
78,medical_claim_used_as_name,dog,dry,official,Josera WEIGHT & DIABETIC DOG DRY,Josera WEIGHT & DIABETIC DOG DRY,Help Weight & Diabetic,Josera Help Weight & Diabetic,dry_food_candidate,Use the Josera Help product line as the customer title and keep medical positioning in tags/health context.,https://josera.com/en/product/weight-diabetic-dog-dry,josera_dog_products_sitemap|https://josera.com/en/product/weight-diabetic-dog-dry,Keep the medical claim in tags/notes; formula_name should be the official product line.
48,formula_name_starts_with_brand,dog,dry,official,Josera ACTIVE NATURE,Josera ACTIVE NATURE,Active Nature,Josera Active Nature,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/active-nature,josera_dog_products_sitemap|https://josera.com/en/product/active-nature,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera BALANCE,Josera BALANCE,Balance,Josera Balance,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/balance,josera_dog_products_sitemap|https://josera.com/en/product/balance,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera CHICKEN & RICE,Josera CHICKEN & RICE,Chicken & Rice,Josera Chicken & Rice,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/chicken-rice,josera_dog_products_sitemap|https://josera.com/en/product/chicken-rice,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera DUCK & POTATO,Josera DUCK & POTATO,Duck & Potato,Josera Duck & Potato,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/duck-potato,josera_dog_products_sitemap|https://josera.com/en/product/duck-potato,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera FESTIVAL,Josera FESTIVAL,Festival,Josera Festival,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/festival,josera_dog_products_sitemap|https://josera.com/en/product/festival,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera FIESTAPLUS,Josera FIESTAPLUS,FiestaPlus,Josera FiestaPlus,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/fiestaplus,josera_dog_products_sitemap|https://josera.com/en/product/fiestaplus,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera GASTRO DOG DRY,Josera GASTRO DOG DRY,Help Gastrointestinal,Josera Help Gastrointestinal,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/gastro-dog-dry,josera_dog_products_sitemap|https://josera.com/en/product/gastro-dog-dry,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera HEART DOG DRY,Josera HEART DOG DRY,Help Heart,Josera Help Heart,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/heart-dog-dry,josera_dog_products_sitemap|https://josera.com/en/product/heart-dog-dry,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera HYPOALLERGENIC DOG DRY,Josera HYPOALLERGENIC DOG DRY,Help Hypoallergenic,Josera Help Hypoallergenic,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/hypoallergenic-dog-dry,josera_dog_products_sitemap|https://josera.com/en/product/hypoallergenic-dog-dry,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera LIVER DOG DRY,Josera LIVER DOG DRY,Help Liver,Josera Help Liver,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/liver-dog-dry,josera_dog_products_sitemap|https://josera.com/en/product/liver-dog-dry,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera RENAL DOG DRY,Josera RENAL DOG DRY,Help Renal,Josera Help Renal,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/renal-dog-dry,josera_dog_products_sitemap|https://josera.com/en/product/renal-dog-dry,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera WEIGHT & DIABETIC DOG DRY,Josera WEIGHT & DIABETIC DOG DRY,Help Weight & Diabetic,Josera Help Weight & Diabetic,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/weight-diabetic-dog-dry,josera_dog_products_sitemap|https://josera.com/en/product/weight-diabetic-dog-dry,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera HIGH PROTEIN CHICKEN,Josera HIGH PROTEIN CHICKEN,High Protein Chicken,Josera High Protein Chicken,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/high-protein-chicken,josera_dog_products_sitemap|https://josera.com/en/product/high-protein-chicken,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera HIGH PROTEIN SEA FISH,Josera HIGH PROTEIN SEA FISH,High Protein Sea Fish,Josera High Protein Sea Fish,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/high-protein-sea-fish,josera_dog_products_sitemap|https://josera.com/en/product/high-protein-sea-fish,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera HYPOALLERGENIC,Josera HYPOALLERGENIC,Hypoallergenic,Josera Hypoallergenic,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/hypoallergenic,josera_dog_products_sitemap|https://josera.com/en/product/hypoallergenic,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera JUNIOR DUCK & POTATO,Josera JUNIOR DUCK & POTATO,Junior Duck & Potato,Josera Junior Duck & Potato,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/junior-duck-potato,josera_dog_products_sitemap|https://josera.com/en/product/junior-duck-potato,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera JUNIOR HIGH PROTEIN SEA FISH,Josera JUNIOR HIGH PROTEIN SEA FISH,Junior High Protein Sea Fish,Josera Junior High Protein Sea Fish,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/junior-high-protein-sea-fish,josera_dog_products_sitemap|https://josera.com/en/product/junior-high-protein-sea-fish,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera KIDS,Josera KIDS,Kids,Josera Kids,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/kids,josera_dog_products_sitemap|https://josera.com/en/product/kids,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera LAMB & RICE,Josera LAMB & RICE,Lamb & Rice,Josera Lamb & Rice,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/lamb-rice,josera_dog_products_sitemap|https://josera.com/en/product/lamb-rice,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera LAMB & SWEET POTATO,Josera LAMB & SWEET POTATO,Lamb & Sweet Potato,Josera Lamb & Sweet Potato,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/lamb-sweet-potato,josera_dog_products_sitemap|https://josera.com/en/product/lamb-sweet-potato,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera LIGHT & VITAL,Josera LIGHT & VITAL,Light & Vital,Josera Light & Vital,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/light-vital,josera_dog_products_sitemap|https://josera.com/en/product/light-vital,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MEAT BARS BEEF,Josera MEAT BARS BEEF,Meat Bars Beef,Josera Meat Bars Beef,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/meat-bars-beef,josera_dog_products_sitemap|https://josera.com/en/product/meat-bars-beef,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MEAT BARS CHICKEN,Josera MEAT BARS CHICKEN,Meat Bars Chicken,Josera Meat Bars Chicken,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/meat-bars-chicken,josera_dog_products_sitemap|https://josera.com/en/product/meat-bars-chicken,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MEAT BARS TURKEY,Josera MEAT BARS TURKEY,Meat Bars Turkey,Josera Meat Bars Turkey,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/meat-bars-turkey,josera_dog_products_sitemap|https://josera.com/en/product/meat-bars-turkey,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MEAT LOVERS JUNIOR CHICKEN WITH POTATO,Josera MEAT LOVERS JUNIOR CHICKEN WITH POTATO,Meat Lovers Junior Chicken with Potato,Josera Meat Lovers Junior Chicken with Potato,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/meat-lovers-junior-chicken-potato,josera_dog_products_sitemap|https://josera.com/en/product/meat-lovers-junior-chicken-potato,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MEAT LOVERS JUNIOR PURE BEEF,Josera MEAT LOVERS JUNIOR PURE BEEF,Meat Lovers Junior Pure Beef,Josera Meat Lovers Junior Pure Beef,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/meat-lovers-junior-pure-beef,josera_dog_products_sitemap|https://josera.com/en/product/meat-lovers-junior-pure-beef,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MEAT LOVERS MENU BEEF WITH POTATO,Josera MEAT LOVERS MENU BEEF WITH POTATO,Meat Lovers Menu Beef with Potato,Josera Meat Lovers Menu Beef with Potato,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/meat-lovers-menu-beef-potato,josera_dog_products_sitemap|https://josera.com/en/product/meat-lovers-menu-beef-potato,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MEAT LOVERS MENU CHICKEN WITH CARROT,Josera MEAT LOVERS MENU CHICKEN WITH CARROT,Meat Lovers Menu Chicken with Carrot,Josera Meat Lovers Menu Chicken with Carrot,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/meat-lovers-menu-chicken-carrot,josera_dog_products_sitemap|https://josera.com/en/product/meat-lovers-menu-chicken-carrot,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MEAT LOVERS MENU DUCK WITH PUMPKIN,Josera MEAT LOVERS MENU DUCK WITH PUMPKIN,Meat Lovers Menu Duck with Pumpkin,Josera Meat Lovers Menu Duck with Pumpkin,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/meat-lovers-menu-duck-pumpkin,josera_dog_products_sitemap|https://josera.com/en/product/meat-lovers-menu-duck-pumpkin,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MEAT LOVERS PURE BEEF,Josera MEAT LOVERS PURE BEEF,Meat Lovers Pure Beef,Josera Meat Lovers Pure Beef,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/meat-lovers-pure-beef,josera_dog_products_sitemap|https://josera.com/en/product/meat-lovers-pure-beef,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MEAT LOVERS PURE CHICKEN,Josera MEAT LOVERS PURE CHICKEN,Meat Lovers Pure Chicken,Josera Meat Lovers Pure Chicken,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/meat-lovers-pure-chicken,josera_dog_products_sitemap|https://josera.com/en/product/meat-lovers-pure-chicken,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MEAT LOVERS PURE LAMB,Josera MEAT LOVERS PURE LAMB,Meat Lovers Pure Lamb,Josera Meat Lovers Pure Lamb,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/meat-lovers-pure-lamb,josera_dog_products_sitemap|https://josera.com/en/product/meat-lovers-pure-lamb,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MEAT LOVERS PURE TURKEY,Josera MEAT LOVERS PURE TURKEY,Meat Lovers Pure Turkey,Josera Meat Lovers Pure Turkey,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/meat-lovers-pure-turkey,josera_dog_products_sitemap|https://josera.com/en/product/meat-lovers-pure-turkey,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MEDI/MAXI CHICKEN & RICE,Josera MEDI/MAXI CHICKEN & RICE,Medi/maxi Chicken & Rice,Josera Medi/maxi Chicken & Rice,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/medimaxi-chicken-rice,josera_dog_products_sitemap|https://josera.com/en/product/medimaxi-chicken-rice,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MEDI/MAXI CHICKEN & SWEET POTATO,Josera MEDI/MAXI CHICKEN & SWEET POTATO,Medi/maxi Chicken & Sweet Potato,Josera Medi/maxi Chicken & Sweet Potato,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/medimaxi-chicken-sweet-potato,josera_dog_products_sitemap|https://josera.com/en/product/medimaxi-chicken-sweet-potato,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MEDI/MAXI DUCK & SWEET POTATO,Josera MEDI/MAXI DUCK & SWEET POTATO,Medi/maxi Duck & Sweet Potato,Josera Medi/maxi Duck & Sweet Potato,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/medimaxi-duck-sweet-potato,josera_dog_products_sitemap|https://josera.com/en/product/medimaxi-duck-sweet-potato,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MINI CHICKEN & RICE,Josera MINI CHICKEN & RICE,Mini Chicken & Rice,Josera Mini Chicken & Rice,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/mini-chicken-rice,josera_dog_products_sitemap|https://josera.com/en/product/mini-chicken-rice,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MINI DUCK & POTATO,Josera MINI DUCK & POTATO,Mini Duck & Potato,Josera Mini Duck & Potato,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/mini-duck-potato,josera_dog_products_sitemap|https://josera.com/en/product/mini-duck-potato,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MINI JUNIOR DUCK & SALMON,Josera MINI JUNIOR DUCK & SALMON,Mini Junior Duck & Salmon,Josera Mini Junior Duck & Salmon,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/mini-junior-duck-salmon,josera_dog_products_sitemap|https://josera.com/en/product/mini-junior-duck-salmon,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MINI LAMB,Josera MINI LAMB,Mini Lamb,Josera Mini Lamb,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/mini-lamb,josera_dog_products_sitemap|https://josera.com/en/product/mini-lamb,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MINI LAMB & SWEET POTATO,Josera MINI LAMB & SWEET POTATO,Mini Lamb & Sweet Potato,Josera Mini Lamb & Sweet Potato,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/mini-lamb-sweet-potato,josera_dog_products_sitemap|https://josera.com/en/product/mini-lamb-sweet-potato,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MINI SALMON & CHICKEN,Josera MINI SALMON & CHICKEN,Mini Salmon & Chicken,Josera Mini Salmon & Chicken,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/mini-salmon-chicken,josera_dog_products_sitemap|https://josera.com/en/product/mini-salmon-chicken,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MINI SENIOR CHICKEN & RICE,Josera MINI SENIOR CHICKEN & RICE,Mini Senior Chicken & Rice,Josera Mini Senior Chicken & Rice,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/mini-senior-chicken-rice,josera_dog_products_sitemap|https://josera.com/en/product/mini-senior-chicken-rice,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MINI SENIOR SALMON,Josera MINI SENIOR SALMON,Mini Senior Salmon,Josera Mini Senior Salmon,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/mini-senior-salmon,josera_dog_products_sitemap|https://josera.com/en/product/mini-senior-salmon,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera MOTHER&PUPPY SALMON & RICE,Josera MOTHER&PUPPY SALMON & RICE,Mother & puppy Salmon & Rice,Josera Mother & puppy Salmon & Rice,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/motherpuppy-salmon-rice,josera_dog_products_sitemap|https://josera.com/en/product/motherpuppy-salmon-rice,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera OPTINESS,Josera OPTINESS,Optiness,Josera Optiness,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/optiness,josera_dog_products_sitemap|https://josera.com/en/product/optiness,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera SALMON & POTATO,Josera SALMON & POTATO,Salmon & Potato,Josera Salmon & Potato,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/salmon-potato,josera_dog_products_sitemap|https://josera.com/en/product/salmon-potato,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera SENIOR SALMON & RICE,Josera SENIOR SALMON & RICE,Senior Salmon & Rice,Josera Senior Salmon & Rice,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/senior-salmon-rice,josera_dog_products_sitemap|https://josera.com/en/product/senior-salmon-rice,Remove duplicated brand from formula_name; display_name should carry the brand.
48,formula_name_starts_with_brand,dog,dry,official,Josera SENSIADULT,Josera SENSIADULT,SensiAdult,Josera SensiAdult,dry_food_candidate,Remove duplicated Josera prefix from formula_name; display_name may include the brand once.,https://josera.com/en/product/sensiadult,josera_dog_products_sitemap|https://josera.com/en/product/sensiadult,Remove duplicated brand from formula_name; display_name should carry the brand.
