formula_key,brand,formula_name,species,format,status,missing_fields,evidence_path,duplicate_blocks_skipped,recommended_action,notes
purina-official-pro-plan-elegant-cat-σολομος-cat-dry-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® ELEGANT Cat Σολομός,cat,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/cat/cat-food/product-proplan-dry-adult-elegant-salmon,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-kitten-κοτοπουλο-cat-dry-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® Kitten Κοτόπουλο,cat,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/cat/cat-food/product-proplan-dry-kitten-healthy-start-chicken,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-kitten-healthy-start-sterilised-cat-σολομο-cat-dry-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® Kitten Healthy Start STERILISED Cat Σολομό,cat,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/cat/cat-food/product-proplan-sterilised-dry-kitten-healthy-start-salmon,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-nutrisavourtm-sterilised-για-γατες-με-κοτοπουλο-cat-wet-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® NutrisavourTM Sterilised για γάτες με κοτόπουλο,cat,wet,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/cat/cat-food/product-proplan-nutrisavour-wet-sterilised-chicken-in-gravy,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-sterilised-cat-βοδινο-σε-σαλτσα-cat-wet-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® STERILISED Cat Βοδινό σε σάλτσα,cat,wet,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/cat/cat-food/product-proplan-sterilised-wet-beef-in-gravy,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-sterilised-delicate-digestion-cat-κοτοπουλο-cat-dry-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® STERILISED Delicate Digestion Cat Κοτόπουλο,cat,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/cat/cat-food/product-proplan-sterilised-dry-sensitive-digestion-chicken,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-sterilised-longevis-7-cat-γαλοπουλα-cat-dry-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® STERILISED Longevis 7+ Cat Γαλοπούλα,cat,dry,partial,protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/cat/cat-food/product-proplan-sterilised-dry-senior-longevis-turkey,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-sterilised-renal-plus-cat-γαλοπουλα-cat-dry-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® STERILISED Renal Plus Cat Γαλοπούλα,cat,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/cat/cat-food/product-proplan-sterilised-dry-renal-plus-turkey,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-veterinary-diets-canine-feline-cn-convalescence-mους-cat-wet-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® VETERINARY DIETS CANINE&FELINE CN Convalescence Mούς,cat,wet,partial,protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/cat/cat-food/product-proplan-veterinary-diets-convalescence-cat-wet-mousse-can,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-veterinary-diets-en-gastrointestinal-cat-κομματακια-σε-σαλτσα-κοτοπουλο-cat-wet-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® VETERINARY DIETS EN GASTROINTESTINAL Cat Κομματάκια σε σάλτσα Κοτόπουλο,cat,wet,partial,fat_percent|kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/cat/cat-food/product-proplan-veterinary-diets-gastrointestinal-wet-chicken-pouch,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-veterinary-diets-feline-dm-cat-cat-dry-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® VETERINARY DIETS FELINE DM Cat,cat,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/cat/cat-food/product-proplan-veterinary-diets-diabetes-management-dry,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-veterinary-diets-feline-en-gastrointestinal-cat-cat-dry-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® VETERINARY DIETS FELINE EN GASTROINTESTINAL Cat,cat,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/cat/cat-food/product-proplan-veterinary-diets-gastrointestinal-dry,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-veterinary-diets-feline-nf-renal-function-earlycare-cat-dry-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® VETERINARY DIETS FELINE NF RENAL FUNCTION EarlyCare,cat,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/cat/cat-food/product-proplan-veterinary-diets-renal-function-dry-early-care,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-veterinary-diets-feline-om-obesity-management-cat-cat-dry-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® VETERINARY DIETS FELINE OM OBESITY MANAGEMENT Cat,cat,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/cat/cat-food/product-proplan-veterinary-diets-obesity-management-dry,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-veterinary-diets-feline-ur-st-ox-urinary-cat-cat-dry-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® VETERINARY DIETS FELINE UR ST/OX URINARY Cat,cat,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/cat/cat-food/product-proplan-veterinary-diets-urinary-dry-chicken,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-veterinary-diets-feline-ur-st-ox-urinary-cat-ψαρια-ωκεανου-cat-dry-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® VETERINARY DIETS FELINE UR ST/OX URINARY Cat Ψάρια Ωκεανού,cat,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/cat/cat-food/product-proplan-veterinary-diets-urinary-dry-fish,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-veterinary-diets-om-obesity-management-cat-κομματακια-σε-σαλτσα-κοτοπουλο-cat-wet-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® VETERINARY DIETS OM OBESITY MANAGEMENT Cat Κομματάκια σε σάλτσα Κοτόπουλο,cat,wet,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/cat/cat-food/product-proplan-veterinary-diets-obesity-management-wet-chicken-pouch,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-veterinary-diets-ur-st-ox-urinary-cat-κομματακια-σε-σαλτσα-κοτοπουλο-cat-wet-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® VETERINARY DIETS UR ST/OX URINARY Cat Κομματάκια σε σάλτσα Κοτόπουλο,cat,wet,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/cat/cat-food/product-proplan-veterinary-diets-urinary-wet-chicken,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-veterinary-diets-ur-st-ox-urinary-cat-κομματακια-σε-σαλτσα-σολομος-cat-wet-gr,Purina Pro Plan Veterinary Diets,PRO PLAN® VETERINARY DIETS UR ST/OX URINARY Cat Κομματάκια σε σάλτσα Σολομός,cat,wet,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/cat/cat-food/product-proplan-veterinary-diets-urinary-wet-salmon-pouch,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-chow-adult-large-breed-dog-γαλοπουλα-dog-dry-gr,Purina Dog Chow,CHOW® ADULT LARGE BREED Dog Γαλοπούλα,dog,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-chow-large-breed-dry-adult-turkey,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-chow-mature-senior-dog-κοτοπουλο-dog-dry-gr,Purina Dog Chow,CHOW® MATURE SENIOR Dog Κοτόπουλο,dog,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-chow-dry-senior-chicken,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-chow-puppy-κοτοπουλο-dog-dry-gr,Purina Dog Chow,CHOW® PUPPY Κοτόπουλο,dog,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-chow-dry-puppy-chicken,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-chow-sensitive-dog-σολομος-dog-dry-gr,Purina Dog Chow,CHOW® SENSITIVE Dog Σολομος,dog,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-chow-sensitive-dry-salmon,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-dog-chow-classic-adult-κοτοπουλο-dog-dry-gr,Purina Dog Chow,DOG CHOW® CLASSIC Adult Κοτόπουλο,dog,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-chow-classic-dry-adult-chicken,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-all-sizes-adult-light-sterilised-κοτοπουλο-dog-unknown-gr,Purina Pro Plan,PRO PLAN® ALL SIZES ADULT LIGHT/STERILISED Κοτόπουλο,dog,,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-adult-light-weight-management-chicken,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-all-sizes-adult-perfromance-κοτοπουλο-dog-unknown-gr,Purina Pro Plan,PRO PLAN® ALL SIZES ADULT Perfromance Κοτόπουλο,dog,,partial,protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-adult-performance-chicken,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-large-athletic-adult-everyday-nutrition-κοτοπουλο-dog-unknown-gr,Purina Pro Plan,PRO PLAN® LARGE ATHLETIC ADULT Everyday Nutrition Κοτόπουλο,dog,,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-adult-large-athletic-everyday-nutrition-chicken,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-large-athletic-adult-sensitive-skin-σολομος-dog-unknown-gr,Purina Pro Plan,PRO PLAN® LARGE ATHLETIC ADULT Sensitive Skin Σολομός,dog,,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-adult-large-athletic-sensitive-skin-salmon,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-large-athletic-puppy-healthy-start-κοτοπουλο-dog-unknown-gr,Purina Pro Plan,PRO PLAN® LARGE ATHLETIC PUPPY Healthy Start Κοτόπουλο,dog,,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-puppy-large-athletic-healthy-start-chicken,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-large-robust-adult-everyday-nutrition-κοτοπουλο-dog-unknown-gr,Purina Pro Plan,PRO PLAN® LARGE ROBUST ADULT Everyday Nutrition Κοτόπουλο,dog,,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-adult-large-robust-everyday-nutrition-chicken,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-large-robust-adult-sensitive-digestion-αρνι-dog-unknown-gr,Purina Pro Plan,PRO PLAN® LARGE ROBUST ADULT Sensitive Digestion Αρνί,dog,,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-adult-large-robust-sensitive-digestion-lamb,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-large-robust-adult-sensitive-skin-σολομος-dog-unknown-gr,Purina Pro Plan,PRO PLAN® LARGE ROBUST ADULT Sensitive Skin Σολομός,dog,,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-adult-large-robust-sensitive-skin-salmon,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-large-robust-puppy-healthy-start-κοτοπουλο-dog-unknown-gr,Purina Pro Plan,PRO PLAN® LARGE ROBUST PUPPY Healthy Start Κοτόπουλο,dog,,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-puppy-large-robust-healthy-start-chicken,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-large-starter-κοτοπουλο-dog-unknown-gr,Purina Pro Plan,PRO PLAN® Large Starter Κοτόπουλο,dog,,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-adult-large-starter-chicken,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-medium-large-adult-7-sensitive-skin-σολομος-dog-unknown-gr,Purina Pro Plan,PRO PLAN® MEDIUM & LARGE ADULT 7+ Sensitive skin Σολομός,dog,,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-senior-medium-sensitive-skin-salmon,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-medium-large-adult-age-defence-7-κοτοπουλο-dog-unknown-gr,Purina Pro Plan,PRO PLAN® MEDIUM & LARGE ADULT Age Defence 7+ Κοτόπουλο,dog,,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-senior-medium-large-age-defence-chicken,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-medium-adult-everyday-nutrition-κοτοπουλο-dog-unknown-gr,Purina Pro Plan,PRO PLAN® MEDIUM ADULT Everyday Nutrition Κοτόπουλο,dog,,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-adult-medium-everyday-nutrition-chicken,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-medium-adult-sensitive-digestion-αρνι-dog-unknown-gr,Purina Pro Plan,PRO PLAN® MEDIUM ADULT Sensitive Digestion Αρνί,dog,,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-medium-sensitive-digestion-lamb,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-medium-adult-sensitive-skin-σολομος-dog-unknown-gr,Purina Pro Plan,PRO PLAN® MEDIUM ADULT Sensitive skin Σολομός,dog,,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-adult-medium-sensitive-skin-salmon,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-medium-puppy-healthy-start-κοτοπουλο-dog-unknown-gr,Purina Pro Plan,PRO PLAN® MEDIUM PUPPY Healthy Start Κοτόπουλο,dog,,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-puppy-medium-optistart-chicken,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-small-medium-starter-κοτοπουλο-dog-unknown-gr,Purina Pro Plan,PRO PLAN® Small&Medium Starter Κοτόπουλο,dog,,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-small-and-medium-starter-ckicken,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-small-mini-adult-age-defence-9-κοτοπουλο-dog-unknown-gr,Purina Pro Plan,PRO PLAN® SMALL&MINI ADULT Age Defence 9+ Κοτόπουλο,dog,,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-senior-small-age-defence-chicken,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-small-mini-adult-everyday-nutrition-κοτοπουλο-dog-dry-gr,Purina Pro Plan,PRO PLAN® SMALL&MINI ADULT Everyday Nutrition Κοτόπουλο,dog,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-dry-food-small-chicken,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-small-mini-adult-light-sterilised-κοτοπουλο-dog-dry-gr,Purina Pro Plan,PRO PLAN® SMALL&MINI ADULT LIGHT/STERILISED Κοτόπουλο,dog,dry,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-dry-adult-small-light-sterilised-chicken,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
purina-official-pro-plan-small-mini-adult-sensitive-digestion-αρνι-dog-unknown-gr,Purina Pro Plan,PRO PLAN® SMALL&MINI ADULT Sensitive Digestion Αρνί,dog,,partial,kcal_per_100g_or_kcal_per_kg,https://www.purina.gr/dog/dog-food/product-proplan-adult-small-sensitive-digestion-lamb,0,"Match to existing/staged Purina formula, verify official nutrients, then preview in Food V2 before commit.",Official Purina page enrichment; calories/minerals may still need backfill.
